Captain_Sequence	First_Cluster_Rep	Second_Cluster_Rep
cocpos5_KMM70715.1	cocpos3_6083	cocimm3_KMU92327.1_KMU92328.1
cocpos5_KMM71107.1_KMM71108.1	cocpos5_KMM71107.1_KMM71108.1	cocpos5_KMM71107.1_KMM71108.1
cocpos5_KMM73308.1	cocpos5_KMM73308.1	cocpos5_KMM73308.1
cocpos5_KMM73352.1	cocpos4_EFW20079.1_EFW20080.1	cocpos4_EFW20079.1_EFW20080.1
cocsat1_140222	bipmay2_EMD84663.1	lenflu1_KAF2676861.1
cocsat1_310320	bipsor1_EMD65860.1	decgau1_636434
cocsat1_85560	cocsat1_85560	pyrtri5_tyr9846
cocvic1_116292	bipmay2_EMD84663.1	lenflu1_KAF2676861.1
cocvic1_31779	cocvic1_31779	lizemp1_186564
cocvic1_31780	cocvic1_31780	lenflu1_KAF2676861.1
cocvic1_33313	cocvic1_33313	cocvic1_33313
cocvic1_36802	bipzei1_EUC29611.1	lizemp1_120833
cocvic1_40741_108341	cocvic1_40741_108341	decgau1_636434
colaen1_KAF5512086.1	colaen1_KAF5512086.1	fusrus1_tyr6576
colaen1_KAF5520131.1	colaen1_KAF5520131.1	colfru5_tyr4314
colaen1_KAF5520978.1	colaen1_KAF5520978.1	fusrus1_tyr6576
colaen1_KAF5521289.1	colaen1_KAF5512086.1	fusrus1_tyr6576
colaen1_KAF5522205.1	colaen1_KAF5522205.1	colaen1_KAF5522205.1
colasi1_KAF0318999.1	colasi1_KAF0318999.1	coltof2_1585
colasi1_KAF0330480.1	colasi1_KAF0330480.1	colasi1_KAF0330480.1
colcam1_KAH0419558.1	colaen1_KAF5512086.1	fusrus1_tyr6576
colcam1_KAH0420030.1	colcam1_KAH0420030.1	colcam1_KAH0420030.1
colcam1_KAH0430377.1	colcam1_KAH0430377.1	colfru1_KAE9565890.1
colcam1_KAH0431036.1	colcam1_KAH0431036.1	fusrus1_tyr6576
colcam1_KAH0436152.1	colcam1_KAH0436152.1	fusrus1_tyr6576
colcam1_KAH0438924.1	colcam1_KAH0438924.1	colcam1_KAH0438924.1
colcam1_tyr4276	colcam1_tyr4276	colcam1_tyr4276
colcam1_tyr4279	colfru1_KAE9577683.1	fusrus1_tyr6576
colchl1_1869_1870	colchl1_1869_1870	colchl1_1869_1870
colchl1_2343_2344	colchl1_2343_2344	coltof2_11826_11827
colfio1_275575	colsal1_950909	colsub1_7961
colfru1_KAE9565890.1	colfru1_KAE9565890.1	colfru1_KAE9565890.1
colfru1_KAE9566472.1	colfru5_KAF4922071.1	fusrus1_tyr6576
colfru1_KAE9568053.1	colsid1_tyr4376	coltri1_tyr4415
colfru1_KAE9570107.1	colfru1_KAE9570107.1	colaen1_KAF5522205.1
colfru1_KAE9574038.1	colfru1_KAE9574038.1	coltri1_tyr4416
colfru1_KAE9577683.1	colfru1_KAE9577683.1	fusrus1_tyr6576
colfru2_KAF4474314.1	colsid1_tyr4376	coltri1_tyr4415
colfru2_KAF4474739.1	colfru5_KAF4922071.1	fusrus1_tyr6576
colfru2_KAF4477271.1_KAF4477272.1	colfru1_KAE9570107.1	colaen1_KAF5522205.1
colfru2_KAF4480421.1	colfru1_KAE9577683.1	fusrus1_tyr6576
colfru2_KAF4486677.1	colfru5_KAF4922071.1	fusrus1_tyr6576
colfru2_tyr4299	colfru1_KAE9565890.1	colfru1_KAE9565890.1
colfru3_KAF5493187.1_KAF5493872.1	colaen1_KAF5512086.1	fusrus1_tyr6576
colfru3_KAF5493474.1	colfru1_KAE9570107.1	colaen1_KAF5522205.1
colfru3_tyr4304	colfru5_tyr4314	colfru5_tyr4314
colfru4_KAF4418758.1	colsid1_tyr4376	coltri1_tyr4415
colfru4_KAF4419026.1	colfru1_KAE9577683.1	fusrus1_tyr6576
colfru4_KAF4421590.1	colfru1_KAE9570107.1	colaen1_KAF5522205.1
colfru4_KAF4423309.1	colfru5_KAF4922071.1	fusrus1_tyr6576
colfru4_KAF4430809.1	colfru1_KAE9574038.1	coltri1_tyr4416
colfru4_tyr4308	colfru1_KAE9565890.1	colfru1_KAE9565890.1
colfru5_KAF4922071.1	colfru5_KAF4922071.1	fusrus1_tyr6576
colfru5_KAF4926236.1	colfru1_KAE9570107.1	colaen1_KAF5522205.1
colfru5_KAF4936858.1	colfru1_KAE9577683.1	fusrus1_tyr6576
colfru5_tyr4312	colfru5_tyr4312	colfru5_tyr4312
colfru5_tyr4314	colfru5_tyr4314	colfru5_tyr4314
colfru6_KAF4895139.1	colaen1_KAF5512086.1	fusrus1_tyr6576
colfru6_tyr4318	colfru6_tyr4318	coltri1_tyr4416
colfru7_KAF4878845.1	colfru7_KAF4878845.1	toloph1_1610
colfru7_KAF4881055.1	colfru1_KAE9565890.1	colfru1_KAE9565890.1
colfru7_KAF4882665.1	colsid1_tyr4376	coltri1_tyr4415
colfru7_KAF4883114.1	colfru1_KAE9570107.1	colaen1_KAF5522205.1
colfru7_KAF4894948.1	colfru1_KAE9577683.1	fusrus1_tyr6576
colfru7_tyr4321	colfru7_tyr4327	colcam1_KAH0420030.1
colfru7_tyr4325	colfru1_KAE9574038.1	coltri1_tyr4416
colfru7_tyr4327	colfru7_tyr4327	colcam1_KAH0420030.1
colglo1_10013	colglo1_10013	colglo1_10013
colglo1_5357	colglo1_5357	colglo1_5357
colhig1_11796	colhig1_11796	fusrus1_tyr6576
colhig1_11800	colhig1_11800	colsub1_7961
colhig1_11829	coltof2_7276	fusrus1_tyr6576
colhig1_2732	colhig1_2732	colhig1_2732
colinc1_3195	coltof2_7523	coltri1_tyr4415
colinc1_5569	colinc1_5569	colinc1_5569
colinc1_7165	colinc1_7165	toloph1_1610
colinc1_tyr4336	colinc1_tyr4336	coltof2_2047
colinc1_tyr4341	colinc1_tyr4341	colinc1_5569
colkar1_KAF9878758.1	colkar1_KAF9878758.1	fusrus1_tyr6576
colmus1_KAF6827136.1	colmus1_KAF6827136.1	colfru1_KAE9565890.1
colmus1_KAF6844293.1	colsid1_tyr4376	coltri1_tyr4415
colnym1_1010510	colnym1_1010510	colnym1_1010510
colnym1_1013311	colnym1_1013311	colnym1_1013311
colnym1_1020188	colnym1_1020188	colnym1_1020188
colnym1_1020216	colnym1_1020216	clorhi1_VUC06060.1
colnym1_1022464	colsal1_941767	fusrus1_tyr6576
colorc1_5628	colorc1_5628	colsal1_950191
colorc1_6791	colorc1_6791	fusbuh1_tyr5323
colorc1_8469	colorc1_8469	colorc1_8469
colplu1_KAF6805461.1	colplu1_KAF6805461.1	colplu1_KAF6805461.1
colplu1_KAF6805798.1	colplu1_KAF6808160.1	colplu1_KAF6808160.1
colplu1_KAF6806911.1	colplu1_KAF6806911.1	colplu1_KAF6806911.1
colplu1_KAF6808160.1	colplu1_KAF6808160.1	colplu1_KAF6808160.1
colplu1_KAF6817371.1	colplu1_KAF6817371.1	colfru1_KAE9565890.1
colplu1_KAF6819896.1	colplu1_KAF6819896.1	coltof2_tyr4402
colplu1_KAF6821138.1	colplu1_KAF6821138.1	colplu1_KAF6821138.1
colsal1_937330	colsal1_937330	fussp.4_KAF9768824.1
colsal1_939988	colsal1_939988	colsal1_939988
colsal1_941573	colsal1_941573	colsal1_941573
colsal1_941767	colsal1_941767	fusrus1_tyr6576
colsal1_949162	colsal1_949162	fusbuh1_tyr5323
colsal1_950191	colsal1_950191	colsal1_950191
colsal1_950909	colsal1_950909	colsub1_7961
colsco1_KAF4782219.1	colsco1_KAF4782219.1	fusrus1_tyr6576
colsco1_tyr4368	colsco1_tyr4368	colsco1_tyr4368
colshi1_TQN71117.1	coltof2_7276	fusrus1_tyr6576
colshi1_tyr4372	colshi1_tyr4372	colshi1_tyr4372
colsia1_tyr4373	colsia1_tyr4373	colsia1_tyr4373
colsia3_tyr4374	colsia5_tyr4375	colsia5_tyr4375
colsia5_tyr4375	colsia5_tyr4375	colsia5_tyr4375
colsid1_tyr4376	colsid1_tyr4376	coltri1_tyr4415
colsid1_tyr4377	colsid1_tyr4377	colsid1_tyr4377
colsid1_tyr4378	colsid1_tyr4378	fusrus1_tyr6576
colsid1_tyr4379	colsid1_tyr4379	colsid1_tyr4379
colsoj1_KAF6781345.1_KAF6781346.1	colsoj1_KAF6781345.1_KAF6781346.1	fuskur1_RMI94325.1
colsoj1_KAF6791678.1	colsoj1_KAF6791678.1	colfru1_KAE9565890.1
colsoj1_KAF6812414.1	colsoj1_KAF6812414.1	colsoj1_KAF6812414.1
colspi1_tyr4385	colspi1_tyr4385	coltri1_tyr4417
colspi1_tyr4386	colspi1_tyr4386	colspi1_tyr4386
colspi1_tyr4387	coltri1_tyr4415	coltri1_tyr4415
colsub1_6500	colsub1_6500	fuszea1_tyr7100
colsub1_6501	colsub1_6501	fusrus1_tyr6576
colsub1_6891	colsub1_6891	colsub1_6891
colsub1_7654	colsub1_7654	gaetri1_EJT69642.1
colsub1_7961	colsub1_7961	colsub1_7961
coltan1_TKW55479.1	coltan1_TKW55479.1	colsia5_tyr4375
coltof2_11826_11827	coltof2_11826_11827	coltof2_11826_11827
coltof2_1585	coltof2_1585	coltof2_1585
coltof2_2032	colhig1_11800	colsub1_7961
coltof2_2047	coltof2_2047	coltof2_2047
coltof2_5070	coltof2_tyr4402	coltof2_tyr4402
coltof2_5128	coltof2_5128	colfru5_tyr4312
coltof2_5262	coltof2_5262	colsub1_7961
coltof2_7275	coltof2_7275	colsub1_7961
coltof2_7276	coltof2_7276	fusrus1_tyr6576
coltof2_7523	coltof2_7523	coltri1_tyr4415
coltof2_7546	coltof2_7546	coltof2_7546
coltof2_7827	coltof2_7276	fusrus1_tyr6576
coltof2_tyr4398	coltof2_tyr4398	coltof2_2047
coltof2_tyr4402	coltof2_tyr4402	coltof2_tyr4402
coltof2_tyr4409	coltof2_tyr4409	coltof2_tyr4409
coltof2_tyr4412	coltof2_tyr4412	coltof2_tyr4412
coltri1_tyr4413	colhig1_11800	colsub1_7961
coltri1_tyr4414	coltri1_tyr4414	colsub1_7961
coltri1_tyr4415	coltri1_tyr4415	coltri1_tyr4415
coltri1_tyr4416	coltri1_tyr4416	coltri1_tyr4416
coltri1_tyr4417	coltri1_tyr4417	coltri1_tyr4417
coltri1_tyr4418	colhig1_11800	colsub1_7961
coltri1_tyr4419	coltof2_7276	fusrus1_tyr6576
coltri1_tyr4420	colhig1_11796	fusrus1_tyr6576
coltru1_KAF6782444.1	coltru1_KAF6782444.1	coltru1_KAF6782444.1
coltru1_KAF6783286.1	coltru1_KAF6783286.1	coltri1_tyr4415
colvin1_tyr4425	colvin1_tyr4425	colvin1_tyr4425
conlig1_356067_576168	conlig1_356067_576168	monsp.2_RYP34851.1
conlig1_643740	conlig1_643740	conlig1_643740
conlig1_683448	conlig1_683448	conlig1_683448
conlig1_695069	conlig1_695069	conlig1_695069
conpul1_RKU48059.1	conpul1_RKU48059.1	treper1_499963_134336
consp.1_1013927	consp.1_1149287	consp.1_1149287
consp.1_1014526	consp.1_1014526	consp.1_1014526
consp.1_1033211	consp.1_1033211	consp.1_1014526
consp.1_1039156	consp.1_1039156	consp.1_1039156
consp.1_1046046_1263504	consp.1_1046046_1263504	consp.1_1014526
consp.1_1056381_1108627	consp.1_1056381_1108627	crypar1_KAF3763489.1
consp.1_1141470	consp.1_1141470	fusman2_tyr6045
consp.1_1149287	consp.1_1149287	consp.1_1149287
consp.1_1151480	consp.1_1151480	consp.1_1151480
consp.1_1192894	consp.1_1192894	consp.1_1192894
consp.1_1216851	consp.1_660283	mictri1_364435
consp.1_1239454	consp.1_1239454	consp.1_1239454
consp.1_1257032	consp.1_660283	mictri1_364435
consp.1_1264338	consp.1_1264338	fusman2_tyr6045
consp.1_1272180	consp.1_1272180	consp.1_1151480
consp.1_588621	consp.1_588621	consp.1_588621
consp.1_660283	consp.1_660283	mictri1_364435
consp.1_662629	consp.1_662629	consp.1_662629
consp.1_690652	consp.1_982201_1165243	fusfus28_tyr5695
consp.1_949199	consp.1_949199	consp.1_1014526
consp.1_982201_1165243	consp.1_982201_1165243	fusfus28_tyr5695
consp.1_tyr4441	consp.1_tyr4441	consp.1_tyr4441
corcas1_497728	corcas2_PSN65677.1	corcas2_PSN65677.1
corcas1_503429	corcas2_PSN61909.1	corcas2_PSN61909.1
corcas1_507169	corcas2_PSN60122.1	corcas2_PSN60122.1
corcas1_597238	corcas2_PSN73782.1	polfus1_606100
corcas1_640525	corcas2_PSN61909.1	corcas2_PSN61909.1
corcas1_682395	corcas2_PSN59199.1	lenflu1_KAF2676861.1
corcas2_PSN59199.1	corcas2_PSN59199.1	lenflu1_KAF2676861.1
corcas2_PSN60121.1	corcas2_PSN61909.1	corcas2_PSN61909.1
corcas2_PSN60122.1	corcas2_PSN60122.1	corcas2_PSN60122.1
corcas2_PSN61909.1	corcas2_PSN61909.1	corcas2_PSN61909.1
corcas2_PSN65677.1	corcas2_PSN65677.1	corcas2_PSN65677.1
corcas2_PSN73782.1	corcas2_PSN73782.1	polfus1_606100
corfum1_OAA38286.1	isafum1_10031	clorhi1_VUC06060.1
corfum1_OAA45707.1_OAA45708.1	isafum1_8405_8406	clorhi1_VUC06060.1
corfum1_OAA46038.1	isafum1_8360	clorhi1_VUC06060.1
corfum1_OAA47538.1	isafum1_8360	clorhi1_VUC06060.1
corfum1_tyr4477	isafum1_tyr7682	isafum1_tyr7682
corfum1_tyr4478	isafum1_tyr7678	isafum1_tyr7678
corfum1_tyr4479	isafum1_tyr7679	metmaj1_10173
corfum1_tyr4480	isafum1_tyr7681	isafum1_tyr7681
corfum1_tyr4482	isafum1_tyr7685	beabas1_10106
corfum1_tyr4484	isafum1_tyr7686	fusman2_tyr6045
corjav1_TQW01468.1	corjav2_TQV89979.1	dacest1_591128_591130
corjav1_TQW01674.1	corjav2_TQV90231.1	leclec1_6727
corjav1_TQW08623.1	corjav2_tyr4494	beabas1_10106
corjav1_TQW12475.1	corjav2_TQW01322.1	dacest1_591128_591130
corjav2_TQV89979.1	corjav2_TQV89979.1	dacest1_591128_591130
corjav2_TQV90231.1	corjav2_TQV90231.1	leclec1_6727
corjav2_TQW01322.1	corjav2_TQW01322.1	dacest1_591128_591130
corjav2_tyr4494	corjav2_tyr4494	beabas1_10106
corsp.1_8909	corsp.1_8909	clorhi1_VUC06060.1
crycur1_tyr4496	crycur1_tyr4496	crycur1_tyr4496
crydep1_ODN97795.1	crydep1_ODN97795.1	crydep1_ODN97795.1
crydep2_ODN82566.1	crydep2_ODN82566.1	crydep1_ODN97795.1
crymin1_TKA75461.1	crymin1_TKA75461.1	crymin1_TKA75461.1
crypar1_KAF3760107.1	crypar1_KAF3760107.1	crypar1_KAF3760107.1
crypar1_KAF3762442.1	crypar1_KAF3762442.1	crypar1_KAF3762442.1
crypar1_KAF3763129.1	crypar1_KAF3763129.1	crypar1_KAF3763129.1
crypar1_KAF3763133.1	crypar1_KAF3763133.1	crypar1_KAF3763133.1
crypar1_KAF3763489.1	crypar1_KAF3763489.1	crypar1_KAF3763489.1
crypar1_KAF3763515.1	crypar1_KAF3763515.1	crypar1_KAF3763515.1
crypar1_KAF3763523.1	crypar1_KAF3763523.1	crypar1_KAF3763523.1
crypar1_KAF3763564.1	crypar1_tyr4508	crypar1_tyr4508
crypar1_KAF3768192.1	crypar1_KAF3768192.1	consp.1_1039156
crypar1_KAF3768368.1	crypar1_KAF3768368.1	clorhi1_VUC06060.1
crypar1_KAF3768443.1	crypar1_KAF3768443.1	crypar1_KAF3768443.1
crypar1_tyr4503	crypar1_tyr4503	crypar1_tyr4503
crypar1_tyr4508	crypar1_tyr4508	crypar1_tyr4508
cryter1_244409	cryter1_244409	cryter1_244409
cucber1_371308	cucber1_371308	macano1_413805_348491
cudaci1_KAF4625152.1	cudaci1_KAF4625152.1	cudaci1_KAF4625152.1
cudaci1_KAF4627340.1	cudaci1_KAF4627340.1	cudaci1_KAF4627340.1
cudaci1_KAF4628464.1_KAF4628466.1	cudaci1_KAF4628464.1_KAF4628466.1	cudaci1_KAF4628464.1_KAF4628466.1
cudaci1_KAF4629989.1	cudaci1_KAF4629989.1	cudaci1_KAF4629989.1
cudaci1_KAF4632838.1	cudaci1_KAF4632838.1	cudaci1_KAF4632838.1
cudaci1_KAF4632852.1	cudaci1_KAF4632852.1	cudaci1_KAF4632852.1
cudaci1_KAF4633412.1	cudaci1_KAF4633412.1	cudaci1_KAF4633412.1
cudaci1_KAF4634344.1	cudaci1_KAF4634344.1	cudaci1_KAF4634344.1
cudaci1_KAF4635865.1	cudaci1_KAF4635865.1	psesp.16_KFY82747.1
cudaci1_KAF4636083.1	cudaci1_KAF4636083.1	lacari1_TVY14354.1
cudaci1_KAF4637155.1	cudaci1_KAF4637155.1	cudaci1_KAF4637155.1
cudaci1_tyr4521	cudaci1_tyr4521	cudaci1_KAF4628464.1_KAF4628466.1
cudaci1_tyr4531	cudaci1_tyr4531	acemac1_707798
curkus1_KAF2993759.1	curkus1_KAF2993759.1	altlon1_tyr172
curkus1_KAF2995331.1	curkus1_KAF2995331.1	macano1_420158
cutole1_tyr4536	crycur1_tyr4496	crycur1_tyr4496
cutole2_tyr4537	crycur1_tyr4496	crycur1_tyr4496
cyloli1_138645	cyloli1_138645	monsp.5_RYP53371.1
cyloli1_280341	cyloli1_280341	fustup1_tyr6815
cyloli1_366809	cyloli1_366809	verdah2_7503
cyloli1_450635	cyloli1_497503	clorhi1_VUC06060.1
cyloli1_451410	cyloli1_497503	clorhi1_VUC06060.1
cyloli1_463421	cyloli1_463421	fusred5_tyr6568
cyloli1_497503	cyloli1_497503	clorhi1_VUC06060.1
cyloli1_520891	cyloli1_497503	clorhi1_VUC06060.1
cyloli1_548470	cyloli1_548470	cyloli1_548470
cyloli1_552812	cyloli1_552812	cyloli1_552812
cyloli1_553786	cyloli1_553786	metmaj1_10173
cyloli1_565001_580175	cyloli1_552812	cyloli1_552812
cyloli1_580223	cyloli1_580223	cyloli1_580223
cyloli1_580658	cyloli1_580658	cyloli1_552812
cyloli1_580959	cyloli1_580959	cyloli1_580959
cypeur1_111163	cypeur1_111163	cypeur1_111219
cypeur1_111218	cypeur1_111218	cypeur1_111219
cypeur1_111219	cypeur1_111219	cypeur1_111219
cypeur1_114146	cypeur1_114146	cypeur1_114146
cypeur1_114282	cypeur1_114282	cypeur1_114282
cypeur1_118335	cypeur1_118335	cypeur1_118335
cypeur1_118913	cypeur1_118913	cypeur1_111219
cytleu1_ROV88532.1	cytleu1_ROV88532.1	cytleu1_ROV88532.1
cytleu1_ROW05950.1	cytleu1_ROW05950.1	cytleu1_ROW05950.1
daccio1_KAF3905202.1	daccio1_KAF3905202.1	daccio1_KAF3905202.1
daccio1_otherdc0103420	daccio1_otherdc0103420	daccio1_otherdc0103420
dacest1_453386	dacest1_453386	clorhi1_VUC06060.1
dacest1_508867	dacest1_508867	clorhi1_VUC06060.1
dacest1_513725	ilysp.3_1882854	fusrus1_tyr6576
dacest1_553403	ilysp.3_1882854	fusrus1_tyr6576
dacest1_565897	dacest1_565897	dacest1_679540
dacest1_581456	dacest1_581456	dacest1_581456
dacest1_590224	dacest1_63979_586153	phamin1_tyr9087
dacest1_591128_591130	dacest1_591128_591130	dacest1_591128_591130
dacest1_595275	dacest1_595275	clorhi1_VUC06060.1
dacest1_612184	dacest1_612184	dacest1_612184
dacest1_623950	dacest1_623950	dacest1_623950
dacest1_63979_586153	dacest1_63979_586153	phamin1_tyr9087
dacest1_648072	dacest1_648072	monibe1_RYP03294.1
dacest1_655895	dacest1_63979_586153	phamin1_tyr9087
dacest1_662621	ilysp.3_1882854	fusrus1_tyr6576
dacest1_673061	dacest1_679540	dacest1_679540
dacest1_679540	dacest1_679540	dacest1_679540
dacest1_tyr4581	dacest1_tyr4581	dacest1_tyr4581
dacmac1_17988	dacmac1_17988	dacmac1_17988
dacmac1_34260	dacmac1_34260	dacmac1_34260
dacmac1_596464_893199	dacmac1_596464_893199	phamin1_tyr9087
dacmac1_606118	dacmac1_606118	ilysp.2_637605
dacmac1_659788	dacmac1_659788	dacmac1_659788
dacmac1_698936	dacmac1_698936	fuszea1_tyr7100
dacmac1_702317	ilysp.3_1882854	fusrus1_tyr6576
dacmac1_858799	dacmac1_858799	fusnem1_tyr6106
dacmac1_870340	ilysp.3_1882854	fusrus1_tyr6576
dacmac1_900972_900976	dacest1_63979_586153	phamin1_tyr9087
dacmac1_906225	dacmac1_906225	dacest1_612184
dacmac1_919306	dacmac1_919306	phamin1_tyr9087
dacmac1_tyr4599	dacmac1_tyr4599	metmaj1_10173
daldec1_160421	daldec1_160421	xylbam1_587822
dalgra1_280795	daldec1_160421	xylbam1_587822
dalgra1_356432_356437	dalgra1_356432_356437	dalgra1_356432_356437
dalgra1_438190	dalgra1_438190	dalgra1_438190
dalgra1_449726	dalgra1_449726	dalgra1_449726
dalloc2_440860	dalloc2_440860	dalloc2_440860
dalloc3_360788	daldec1_160421	xylbam1_587822
dalsp.1_361367	dalsp.1_361367	dalsp.1_361367
decgau1_574959	decgau1_574959	altlon1_tyr176
decgau1_636434	decgau1_636434	decgau1_636434
decgau1_72886	decgau1_72886	decgau1_636434
delcon1_29688_29730_486811	delcon1_29688_29730_486811	delcon1_29688_29730_486811
delcon1_445907	delcon1_445907	delcon1_458794
delcon1_458794	delcon1_458794	delcon1_458794
delcon1_466094	delcon1_466094	delcon1_466094
delcon1_470772	delcon1_470772	delcon1_470772
delcon1_473069	delcon1_473069	claely1_177683
delcon1_475037	delcon1_475037	delcon1_475037
delstr1_204501	delstr1_204501	delstr1_204501
delstr1_282815	delstr1_282815	delstr1_282815
delstr1_295949	delstr1_295949	delstr1_295949
delstr1_369760	delstr1_369760	delstr1_369760
denfra1_TFY69516.1	denfra1_TFY69516.1	denfra1_TFY69516.1
dennan1_508394	dennan1_508394	lenflu1_KAF2676861.1
dennan1_509721	dennan1_509721	dennan1_509721
dennan1_543455	dennan1_543455	dennan1_543455
dennan1_543970	dennan1_543970	lopmac1_KAF2650664.1
dennan1_594677	dennan1_594677	dennan1_543455
dennan1_598487	dennan1_598487	treper1_511433
dennan1_619325	dennan1_619325	fusfus35_tyr5744
diaamp1_10693	diaamp1_10693	diaamp1_10693
diaamp1_7081	diaamp1_7081	diaamp1_7081
diaamp1_80	diaamp1_80	diahel1_9225
diaamp1_9258	diaamp1_9258	diaamp1_9258
diaamp1_tyr4647	diaamp1_tyr4647	diaamp1_tyr4647
diaamp1_tyr4650	diaamp1_tyr4650	diaamp1_tyr4650
diaamp1_tyr4651	diaamp1_tyr4651	diaamp1_tyr4651
diaamp1_tyr4653	diaamp1_tyr4653	diabat1_KAG8162722.1
diaamp1_tyr4655	diaamp1_tyr4655	diaamp1_tyr4655
diabat1_KAG8157681.1_KAG8157653.1	diabat1_KAG8157681.1_KAG8157653.1	diabat1_KAG8157681.1_KAG8157653.1
diabat1_KAG8161438.1	diabat1_KAG8161438.1	diabat1_KAG8161438.1
diabat1_KAG8162722.1	diabat1_KAG8162722.1	diabat1_KAG8162722.1
diabat1_tyr4658	diabat1_tyr4658	diabat1_tyr4658
diacit1_KAG6353712.1	diacit1_KAG6353712.1	diaamp1_tyr4650
diacit1_KAG6353755.1_KAG6353756.1	diacit1_KAG6353755.1_KAG6353756.1	diacit1_KAG6353755.1_KAG6353756.1
diacit1_KAG6354084.1	diacit1_KAG6354084.1	xylsp.15_432324
diacit1_KAG6354360.1	diacit1_KAG6354360.1	diacit1_KAG6354360.1
diacit1_KAG6354864.1	diacit1_KAG6354864.1	diacit1_KAG6354864.1
diacit1_KAG6358153.1	diacit1_KAG6358153.1	diacit1_KAG6358153.1
diacit1_KAG6358154.1	diacit1_KAG6358154.1	diacit1_KAG6358154.1
diacit1_KAG6358485.1	diacit1_KAG6358485.1	diacit1_KAG6358485.1
diacit1_KAG6366978.1	diacit1_KAG6366978.1	pucgra2_10909
diacit1_KAG6368733.1	diacit1_KAG6368733.1	diacit1_KAG6368733.1
diacit1_tyr4665	diacit1_tyr4665	diacit1_tyr4665
diahel1_9225	diahel1_9225	diahel1_9225
dibbae1_5584_5585	dibbae1_5584_5585	dibbae1_5584_5585
didena1_KAF2257707.1	verena1_527438	lopmac1_KAF2650664.1
didena1_KAF2260948.1	verena1_584247	verena1_584247
didena1_KAF2263259.1	verena1_554127	lenflu1_KAF2676861.1
didena1_tyr4678	verena1_tyr10719	verena1_tyr10719
didexi1_10501	didexi1_10501	didexi1_10501
didexi1_75758	altalt12_tyr72	claely1_486881
didexi1_8453_271125	didexi1_8453_271125	macano1_420158
didhet1_KAF3029149.1	didhet1_KAF3029149.1	lopmac1_KAF2650664.1
didhet1_KAF3031929.1	didhet1_KAF3031929.1	didker1_KAF3049100.1
didhet1_KAF3034215.1	didhet1_KAF3034215.1	lizemp1_103933
didhet1_tyr4684	didhet1_tyr4684	didhet1_tyr4684
didker1_KAF3049100.1	didker1_KAF3049100.1	didker1_KAF3049100.1
didker1_KAF3049144.1	didhet1_KAF3034215.1	lizemp1_103933
didzea1_16254	didhet1_KAF3034215.1	lizemp1_103933
didzea1_18585	didhet1_KAF3034215.1	lizemp1_103933
didzea1_18765	didzea1_18765	didzea1_18765
didzea1_20588	didzea1_20588	macano1_413805_348491
disaci1_KAF1817725.1	disaci1_KAF1817725.1	disaci1_KAF1817725.1
disaci1_KAF1817742.1_KAF1817743.1	disaci1_KAF1817742.1_KAF1817743.1	disaci1_KAF1817742.1_KAF1817743.1
disaci1_KAF1817788.1	disaci1_KAF1817788.1	cerber1_6038
disaci1_KAF1825875.1	disaci1_KAF1825875.1	disaci1_KAF1825875.1
dotsep1_32084	dotsep1_32084	dotsep1_32084
durrog1_292270	durrog1_292270	durrog1_292270
durrog1_594281	durrog1_594281	durrog1_594281
elagra1_OXV05219.1	elagra2_628	elagra2_628
elagra1_OXV05265.1	elagra2_456	elagra2_456
elagra1_OXV05446.1	elagra2_7133	elagra2_7133
elagra1_OXV05845.1	elagra2_6417	asplat3_tyr1641
elagra1_OXV05933.1	elagra2_6290	consp.1_1039156
elagra1_OXV06240.1	elagra2_5825	elagra2_5825
elagra1_OXV06315.1	elagra2_5720	elagra2_5720
elagra1_OXV06430.1	elagra2_5526	pesfic1_tyr9064
elagra1_OXV06585.1	elagra2_5325	asplat4_tyr1657
elagra1_OXV06674.1	elagra2_5195	talsti1_136_137
elagra1_OXV06681.1	elagra2_5181	aspgla1_OJJ84750.1
elagra1_OXV06835.1	elagra2_4948	elagra2_4948
elagra1_OXV07057.1	elagra2_4659	elagra2_4659
elagra1_OXV07294.1	elagra2_4361	aspsyd2_tyr2767
elagra1_OXV07408.1	elagra2_4218	elagra2_4218
elagra1_OXV07667.1	elagra2_3893	elagra2_3893
elagra1_OXV07929.1	elagra2_3562	elagra2_3562
elagra1_OXV09201.1	elagra2_2112	elagra2_2112
elagra1_OXV09252.1_OXV09253.1	elagra2_2056_2057	aspwel3_tyr3172
elagra1_OXV09367.1	elagra2_1935	elagra2_1935
elagra1_OXV09830.1	elagra2_1377	elagra2_1377
elagra1_OXV09942.1	elagra2_1242	elagra2_tyr4819
elagra1_OXV10132.1	elagra2_1015	elagra2_1015
elagra1_OXV10323.1_OXV10324.1_OXV10325.1	elagra2_746_747_748	pesfic1_tyr9064
elagra1_OXV10471.1	elagra2_551	elagra2_551
elagra1_OXV10984.1	elagra2_6724	elagra2_6724
elagra1_OXV11192.1_OXV11190.1_OXV11191.1	elagra2_6101_6102_6103	aspfis5_tyr1176
elagra1_OXV11259.1	elagra2_5819	elagra2_5819
elagra1_OXV11419.1_OXV11418.1	elagra2_5163_5164	elagra2_5163_5164
elagra1_OXV11873.1	elagra2_1880	asplat7_tyr1712
elagra1_OXV12009.1	elagra2_302	elagra2_302
elagra1_OXV12165.1	elagra2_1	claely1_177683
